username,creation_date,title,description,scam,n_subscribers,verified
Theweekend_xo,1602489486.0,,"All about The weekend 

Free from cross!",False,62,False
theweekndbra,1584663371.0,The Weeknd Lately,"Sua primeira e maior fonte de notícias, charts e muito mais sobre o cantor, compositor e produtor The Weeknd, no Telegram.",False,1209,False
theweekndxooo,1544124762.0,,"# Only the weeknd quotes and other xo staff 
# XO Till we over dose 
# If it ain't xo then it gotta go
For feedback and promotion @WHAT_YOU_NEED1 or @STARBOYl",False,154,False
theweekndxoxo,1546889924.0,The Weeknd Quote,"ｐｏｓｔ #theweeknd  ｍｕｓｉｃ  ｑｕｏｔｅｓ  ｗｉｔｈ  ｐｉｃｔｕｒｅ, ｖｉｄｅｏｓ.  & ｂｌａｃｋａｔｌａｓｓ,  Ｎａｖ,  88ｇｌａｍ ａｎｄ  ｂｅｌｌｙ.

(ＡＢＥＬＬ ＸＯ ＴＥＳＦＡＹＥ)

- ＸＯ  ｔｉｌｌ  ｗｅ  ｏｖｅｒｄｏｓｅ

- ＸＯ'  ｎｏｔ  ｏｂｓｅｓｓｉｏｎ, ｉｔ'ｓ  ｄｅｄｉｃａｔｉｏｎ 

#theweekndxo #xocrew 

contact @oninjera me for any info",False,126,False
TheWeeknd_et,1564764632.0,The Weeknd XO©,"The best The Weeknd Fans' Channel
You will get the latest 

News 📣
Songs 🎧
Videos 🎬
Photos 💥
Lyrics📄

You can contact us using @TheWeeknd_etbot

Follow us on IG @theweeknd_et️




Credit to the respective sources",False,2196,False
theweekuz,1539198280.0,Theweek.uz | Uyda qoling!,Theweek.uz — Дунё янгиликлари сайтининг расмий канали,False,323,False
theweek_uz,1585223407.0,Theweek.uz,"www.theweek.uz

Бизни ижтимоий тармоқларда кузатиб боринг:

Facebook: https://www.facebook.com/theweek.uz

Twitter: https://www.twitter.com/theweek_uz

Instagram: https://www.instagram.com/theweek.uz

Админга ёзиш учун: theweekuz@protonmail.com",False,177,False
TheWerewolfLair,1598646549.0,The Werewolf Lair,,False,758,False
TheWesternChauvinist,1557105324.0,The Western Chauvinist,,False,44898,False
thewesterncollapse,1595180974.0,The Western Collapse,Repository for @western collapse on IG,False,138,False
TheWesternIdeal,1582265857.0,The Western Ideal,,False,152,False
THEWHEELL,1597138457.0,King Store,"ᴡᴇʟᴄᴏᴍᴇ ᴛᴏ Tʜᴇ ᴡʜᴇᴇʟ 🔥💯
ɴᴇᴡ ᴀɴᴅ ʜɪᴛ sᴏɴɢs
sᴏᴜʟғᴜʟ ǫᴜᴏᴛᴇ 🔐🖼
ᴍᴇᴍᴇs 😂
ᴇᴠᴇʀʏᴛʜɪɴɢ ɪɴ ᴏɴ
#ʜᴀᴘᴘʏ 😀 #sᴀᴅ 😞 #ʟᴏᴠᴇ❤️ #ʙʀᴏᴋᴇɴ 💔 ᴍᴏʀᴇ...

Dm @THEWHEELbot",False,7953,False
TheWhiteGhost4,1624681831.0,,,False,288,False
TheWhiteGhostOfficial,1609717786.0,𝓣𝓱𝓮 𝓦𝓱𝓲𝓽𝓮 𝓖𝓱𝓸𝓼𝓽,ᴇᴠᴇʀʏᴛʜɪɴɢ ʏᴏᴜ’ᴠᴇ ʙᴇᴇɴ ᴛᴏʟᴅ ꜱɪɴᴄᴇ ʏᴏᴜ’ʀᴇ ᴀ ᴋɪᴅ ɪꜱ ʟɪᴇꜱ. ᴜɴᴘʟᴜɢ ꜰʀᴏᴍ ᴛʜᴇ ᴍᴀᴛʀɪx.,False,1219,False
thewhiteminorityreport,1623863409.0,White Minority Report,,False,1994,False
THEWHITES88,1610877362.0,𝑻𝒉𝒆 𝑾𝒉𝒊𝒕𝒆𝒔,,False,214,False
thewhitespace,1573427912.0,The White Space,"Remember who you are.

A place for white Identarians and bringing to light the problems that plague the West.",False,7616,False
thewhitestrike,1592450880.0,,,False,24,False
TheWhite_Rabbit,1617177744.0,էհҽ చհìէҽ འąҍҍìէ 🐇 🐰,"꧁༺ɨ ǟʍ ǟ ɢʟɨȶƈɦ ɨռ ȶɦɛ ʍǟȶʀɨӼ. ɖօȶ ռօȶ ȶʀʏ ȶօ ʄɨʟɛ ʍɛ, ƈʟǟֆֆɨʄʏ ʍɛ, օʀ քɨɢɛօռ ɦօʟɛ ʍɛ ɨռȶօ ʏօʊʀ ʄǟʟֆɛ քǟʀǟɖɨɢʍֆ. ʏօʊ աɨʟʟ ʄǟɨʟ. ʄօʟʟօաɨռɢ ʍɛ քʊȶֆ ʏօʊ ǟȶ ɢʀɛǟȶ ʀɨֆӄ օʄ ɢօɨռɢ ɖօառ ǟ ʀǟɮɮɨȶ ɦօʟɛ ɨռȶօ ǟƈȶʊǟʟʟʏ ȶɦɨռӄɨռɢ ʄօʀ ʏօʊʀֆɛʟʄ. ƈǟռ ʏօʊ ʄʀɛɛ ʏօʊʀ ʍɨռɖ?༻꧂",False,352,False
TheWildFolk,1584719696.0,Wild Folk,"Channel for Britons who want to learn about their native fauna and flora, natural history and more.

Find tips for gardening and horticulture, learn to identify species and preserve wild spaces across the British Isles.",False,2956,False
thewillwitt,1611125390.0,Save Our Children 🇺🇸,"@Prager_U Instagram and Snapchat: thewillwitt Booking: press@PragerU.com

https://www.prageru.com/series/man-on-the-street/ 

Unofficial",False,16833,False
TheWinlandishFolk,1582314003.0,The Winlandish Folk,Reestablishing tribes and tribal culture for Teutonic Americans.  Blood and Soil.,False,529,False
THEWINNERSCAREERPOINT,1516078558.0,THEWINNERSCAREERPOINT2018,,False,244,False
thewires,1509043395.0,the wires,,False,1379,False
thewire_in,1567069352.0,The Wire,"Support by donating to The Wire: https://support.thewire.in

Other Channels:

NDTV 👉 @NDTVLatest
The Hindu 👉 @TheHinduFeed
Scroll 👉 @scroll_in
TheNewsMinute 👉 @thenewsminutes
Zerodha Pulse 👉 @ZerodhaPulse",False,5418,False
thewitchernetflix,1512601883.0,The Witcher | Ведьмак,"Мир Анджея Сапковского

Связь: t.me/patoshyk",False,5297,False
TheWMB,1559513619.0,titov's burden,"Сергей Титов, журналист

Для связи — @extremelyasian",False,3853,False
thewolfden2,1613739515.0,The Wolf Den 2.0,,False,160,False
TheWolfFang,1499513416.0,The Wolf Fang (+18),,False,7095,False
TheWolfofGrooveStreet,1588075089.0,Волк с Groove Street,Что наша жизнь? Игра!,False,23,False
thewolfpackk,1548151808.0,,"🛡Group of Professional Carder
☠️Ethical-Hacking courses & tool🔥
✴️Cracking
Sims available 😘📲📲
Unicc/validcc/jstash accounts available 💳💳
Premium accounts available 
Physical bank accounts available 🏦
Creator- @zoomfire",False,28,False
TheWolfsLair,1601813749.0,,,False,1292,False
thewompery,1582374898.0,TheWompery - Patriotic Animations,"Patriotic Animations.

SUBSCRIBESTAR: https://www.subscribestar.com/thewompery
bitcoin:148zdTVGFujZXWxyAHddwj2BoTG4giQds7
BUT ME A COFFEE: https://www.buymeacoffee.com/thewompery",False,300,False
TheWonderingEnglishman,1559521768.0,The Wondering Englishman,,False,66,False
thewordandthesword,1511814702.0,The Word and the Sword,"Слово как меч и литература как поле борьбы; европейская литература сквозь призму Ислама; пересечения связи традиционных европейских и исламских культур.


Навигатор авторских текстов и переводов:

https://t.me/thewordandthesword/326",False,1437,False
thewords11,1570358625.0,,"Об интересном происхождении слов, о грамматике и правилах русского языка. Легко и ненавязчиво, с юмором и картинками.

Контакт: @RatedRi

Поддержать проект: 2202 2004 7110 8546",False,1238,False
theworldasIsee,1551189296.0,تجربه بودن,"محمود مقدّسی 

 دکتری فلسفه
کارشناسی ارشد روانشناسی بالینی

 
در اینجا از دغدغه‌هایم درباره زندگی، فلسفه، روانکاوی و ادبیات می‌نویسم 

@TheWorldasISee

ارتباط :
 
@mahmoodmgh

http://instagram.com/mahmood.moghaddasi",False,3929,False
Theworldhasgonemad,1631252202.0,The World Has Gone Mad!!!,Free our beautiful country and our people!,False,292,False
theworldismadeofwords,1498171345.0,Мир из слов,"Про книжки и всё-всё-всё. Если захочется что-то обсудить, писать можно вот сюда @tirrato",False,78,False
theworldisnoteasy,1476442044.0,Малоизвестное интересное,"Прорывные исследования на стыке  наук. Зеркала с графикой https://sergey-57776.medium.com/ и https://zen.yandex.ru/the_world_is_not_easy

Мой ФБ https://www.facebook.com/sergey.karelov.5


Пишите на karelovs@gmail.com и @karelovs",False,29261,False
theworldmaps,1588681017.0,THEWORLDMAPS,"🗺 Канал о картах и статистике
👤 По всем вопросам: @promaza
🗨 Чат: @mapschat

✅ Мы в других социальных сетях:
Инстаграм: instagram.com/theworldmaps (5000+)
ВКонтакте: vk.com/theworldmaps (400+)
Твиттер: twitter.com/theworldmaps_ (300+)",False,3103,False
Theworldsbillionaires,1497817326.0,The Richest,Привет! В этом канале я делюсь новостями о людях из списка Forbes. Без рекламы.,False,357,False
TheWorldView,1503486608.0,The World View,Timeline of the Syrian war and world events from 23/08/2017,False,1259,False
TheWorstOfSociety,1627908802.0,The Worst Of Society,"Rules regarding comments:
Display common sense. 
Just be civil. No calls for violence or abusive language.

You may politely describe your ideas or opinions, regardless of what your substance is.",False,3945,False
TheWotanNetwork,1582744086.0,The Wotan Network,The Telegram Home of the Wotan Network.,False,450,False
TheWretchedWesterner,1564948783.0,𝖂𝖗𝖊𝖙𝖈𝖍𝖊𝖉,"As the West falls, will you be there to rebuild?",False,2821,False
thewritersblockfullmoonancestry,1584992319.0,The Writer's Block -with Fullmoon Ancestry,Updates and alerts for The Writer's Block livestream,False,188,False
thewrongberet,1568367354.0,,Direct action to stop parliament. Unity across our groups,False,18,False
thewronghideouts,1585144943.0,🐍 тнe Rιғт💀,"Blood Geng🗝
Young and Turnt👑",False,948,False
thewsresearches,1505248611.0,CS EM Economics Daily.pdf,,False,2096,False
thewurzelroot,1604777049.0,Wurzelroot Department,GAMER ZONE 2,False,10841,False
thewwarsaw,1510955550.0,Варшава Новости | The Warsaw,"Лучший новостной сайт о Варшаве и Польше на русском! 🇵🇱

Наш чат - https://t.me/joinchat/AAAAAExB8afULFrmFtYWCw

Вакансии - @rabotawarszawa

По вопросам сотрудничества - @vagner

#Варшава #Польша #Warszawa #Warsaw #Poland",False,7189,False
theXATA,1550058475.0,,,False,185,False
thexhistory,1484653922.0,The X-History,"История где-то рядом 

Для связи 👤— @tara_bara

Официальный канал сообщества The X-History

vk - vk.com/thexhistory",False,2002,False
thexyztelegram,1571985039.0,XYZ News,"Australian News, politics and analysis. Whatever the mainstream media don't want you to know. https://xyz.net.au/",False,4944,False
TheYamrajStore,1636350153.0,RAHUL ROY YT,"👑   𝐓𝐇𝐄 𝐘𝐀𝐌𝐑𝐀𝐉 𝐒𝐓𝐎𝐑𝐄    👑
  
🔺JOIN FOR BEST BGMI MOBILE ACCOUNTS
🔺TRUSTED SOCIAL MEDIA SERVICE CHANNEL
🔺PREMIUM ACCOUNTS AVAILABLE
🔺PREMIUM PAID HACKS NO BAN

🔰OWNER ☞ @YAMRAJ_OWNER

Second Group join 
 PROOF - @GoDofBGMIop",False,896,False
theyard1,1568846803.0,,,False,28,False
TheyAreMoving,1480356230.0,Они шевелятся!,,False,168,False
Theyarent,1624967592.0,☾︎ ᴍᴏᴏɴ ʜᴀʟᴏ,آیلین هستم.,False,60,False
theycallmejakson,1624657515.0,پیتزا با تکه‌های آناناس,بفرمایید یک گل بابونه بردارید:).,False,15,False
theycountedtheboyout,1586547185.0,J.P.D,"https://distrokid.com/hyperfollow/jpd2/not-ready-feat-tsemi
Instagram:https://www.instagram.com/donot_disturb_him_/
Twitter:https://twitter.com/JPD245",False,249,False
theyellowguidehk,1576117162.0,小黃書 The Yellow Guide,"一本土炮黃色雜誌：

從城市走到街頭，從街頭走到文字，從文字走到經濟圈，從經濟圈走到人的所在。這裡沒有大台，只有我們。讓我們一起以實體書刊，對抗我城之虛幻。

百分百手足自資製作。

本刊經營秉承以下原則
將信念融入生活
以生命回饋社會

PM編輯:@theyellowguide
Patreon: theyellowguidehk
IG: theyellowguide.hk
FB: The Yellow Guide HK",False,3082,False
theyfedthemtothehorses,1586393974.0,they fed them to the horses!,watch me be my most pretentious self.,False,25,False
theyforcedme,1526738673.0,Меня заставили создать канал 💉,"Личный блог обо всём.

Поболтать — @anna_ignores (рекламу и ВП не делаю)

Поддержать <3 — @donateanna

Инстаграм — https://instagram.com/meowkoteeq

Тиктоки — @tikcock

🏳️‍⚧️",False,8789,False
TheYiddler,1607132146.0,The_Yiddler,"Yiddle me this, ShaBatman",False,7,False
TheYiffCollection,1477414421.0,The Yiff Channel,,False,10031,False
theyllive,1593106519.0,,"Don't beg anyone 
to get on the ark.
just keep building and
let everyone know the rain is coming https://t.me/WhistleBlowerK https://t.me/impactTh",False,347,False
theyobanation,1492633133.0,Yobanation🇺🇦,"Обкашлять вопросики @YOBOVICH
@MediaMemes - медиа сеть
@tgplane - чат
Brodas:
@goldmemes
@svinger
@kusochek
@psychedmemes
@beemomemes
@weekly18
@piecesofart",False,19123,False
